Gyro.gyro_X,Gyro.gyro_Y,Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_distance,driving_machine_monitor.path_curvature,driver_demands.steering
157.7642253,18.39524794,-0.037198793,18.94941015,0.018734144,0.617739997,-0.005821373,0.009996025,0.764157583
157.9187932,18.50487128,-0.037208825,18.94960201,0.018735122,0.619634264,-0.005785796,0.009993594,0.764216746
158.0731548,18.61478827,-0.037217877,18.94979418,0.018736105,0.621528608,-0.005786598,0.009993071,0.764130508
158.2273094,18.72499854,-0.037226875,18.94998677,0.018737086,0.623423035,-0.005823807,0.009994749,0.764034889
158.3812566,18.83550169,-0.037237121,18.95017977,0.018738051,0.625317539,-0.005806976,0.009997275,0.764254496
158.5349959,18.94629736,-0.037247773,18.950373,0.018739008,0.627212115,-0.005765727,0.009999841,0.764330021
158.6885265,19.05738516,-0.037257408,18.95056648,0.018739965,0.629106762,-0.005760672,0.010002112,0.764260758
158.841848,19.16876472,-0.037266756,18.95076034,0.018740916,0.631001486,-0.00579177,0.010003623,0.764097765
158.9949598,19.28043566,-0.037277422,18.95095462,0.018741841,0.632896284,-0.005788893,0.010002973,0.764335008
159.1478614,19.39239757,-0.037288739,18.95114909,0.018742751,0.634791146,-0.005741044,0.010001798,0.764428696
159.3005522,19.5046501,-0.037298926,18.95134376,0.018743657,0.636686072,-0.005729381,0.010000557,0.764378709
159.4530316,19.61719284,-0.037308505,18.95153877,0.018744554,0.638581069,-0.00575394,0.00999939,0.764182477
159.6052991,19.73002542,-0.037319236,18.95173417,0.018745426,0.640476134,-0.005765206,0.009998415,0.764408598
159.7573541,19.84314745,-0.037330712,18.95192973,0.018746282,0.642371257,-0.005711258,0.009998184,0.764523343
159.9091961,19.95655852,-0.037341028,18.95212545,0.018747136,0.644266439,-0.005693641,0.009998181,0.764495393
160.0608245,20.07025826,-0.037350449,18.95232144,0.01874799,0.646161687,-0.005712363,0.009998292,0.764322081
160.2122388,20.18424629,-0.037360623,18.95251779,0.01874883,0.648057,-0.005738432,0.009998439,0.764485697
160.3634384,20.2985222,-0.037371526,18.95271428,0.018749663,0.649952371,-0.005678779,0.009998798,0.764622618
160.5144227,20.41308559,-0.0373815,18.95291089,0.018750504,0.6518478,-0.005655463,0.009999646,0.764616097
160.6651912,20.52793609,-0.037390512,18.95310771,0.018751354,0.653743293,-0.005668472,0.010000852,0.76446314
160.8157434,20.64307329,-0.037400061,18.95330484,0.0187522,0.655638853,-0.00570942,0.010002216,0.764558134
160.9660787,20.75849679,-0.037410498,18.95350213,0.018753044,0.657534472,-0.005643881,0.010003627,0.764709655
161.1161965,20.8742062,-0.037420423,18.95369951,0.018753894,0.65943015,-0.005614541,0.010004817,0.764716937
161.2660963,20.99020112,-0.037429493,18.95389707,0.018754752,0.661325892,-0.00562138,0.010005381,0.764577949
161.4157776,21.10648116,-0.037439035,18.95409489,0.018755603,0.663221698,-0.005664382,0.010004964,0.764602077
161.5652397,21.22304589,-0.03744971,18.95429289,0.018756439,0.665117565,-0.005604808,0.01000422,0.76477144
161.7144823,21.33989492,-0.03746027,18.95449095,0.018757268,0.667013486,-0.005569093,0.01000351,0.764799169
161.8635046,21.45702785,-0.037469954,18.95468915,0.018758093,0.668909465,-0.005569623,0.010002655,0.764683261
162.0123062,21.57444427,-0.037479823,18.95488757,0.018758901,0.670805505,-0.005606419,0.010001423,0.764645404
162.1608865,21.69214378,-0.037490799,18.95508616,0.018759685,0.672701602,-0.005561633,0.009998532,0.764838094
162.309245,21.81012595,-0.0375018,18.95528478,0.018760454,0.674597748,-0.005520145,0.009995331,0.764887245
162.4573811,21.92839039,-0.037511721,18.95548347,0.018761218,0.676493947,-0.005515195,0.009992049,0.764791011
162.6052943,22.04693668,-0.037521474,18.95568235,0.018761969,0.678390204,-0.005546864,0.009988959,0.764683581
162.7529841,22.16576442,-0.037532364,18.95588141,0.018762697,0.680286515,-0.005518393,0.009987155,0.764891491
162.9004499,22.28487318,-0.037543571,18.95608046,0.018763414,0.682182871,-0.005472791,0.009989851,0.764955588
163.0476911,22.40426255,-0.037553689,18.95627954,0.01876413,0.684079277,-0.005463901,0.009994397,0.764875194
163.1947073,22.52393213,-0.037563466,18.95647878,0.01876484,0.685975735,-0.005491627,0.009999708,0.764697865
163.3414978,22.64388149,-0.037574532,18.95667821,0.018765526,0.687872243,-0.005479798,0.010005059,0.764924454
163.4880623,22.76411021,-0.037586236,18.95687761,0.0187662,0.689768791,-0.00542917,0.010009334,0.765008353
163.6344,22.88461786,-0.037596785,18.957077,0.018766872,0.691665381,-0.005414639,0.010010665,0.764949341
163.7805105,23.00540404,-0.037606686,18.9572765,0.01876754,0.693562017,-0.005436182,0.010009217,0.764744856
163.9263933,23.12646833,-0.037617687,18.95747617,0.018768186,0.695458699,-0.005438826,0.010006749,0.764956861
164.0720478,23.24781029,-0.037629402,18.95767579,0.018768821,0.697355417,-0.005381622,0.010004324,0.765064286
164.2174734,23.36942949,-0.037639936,18.95787535,0.018769457,0.699252171,-0.005360731,0.010002079,0.765029459
164.3626697,23.49132553,-0.03764953,18.95807496,0.018770095,0.701148969,-0.005376206,0.010000235,0.764849475
164.5076362,23.61349798,-0.037659813,18.95827471,0.018770724,0.703045811,-0.005394277,0.009999209,0.764996857
164.6523722,23.73594639,-0.037670806,18.9584744,0.018771349,0.704942691,-0.005331715,0.009998469,0.765125858
164.7968772,23.85867036,-0.037680888,18.95867399,0.018771983,0.706839609,-0.005305656,0.009997779,0.765111645
164.9411508,23.98166944,-0.037690004,18.95887358,0.018772629,0.70873657,-0.00531612,0.009997148,0.764951502
165.0851924,24.10494322,-0.037699637,18.95907327,0.018773273,0.710633578,-0.005350509,0.009996616,0.765029121
165.2290014,24.22849126,-0.037710179,18.95927293,0.018773914,0.712530627,-0.005283203,0.009996491,0.765175579
165.3725774,24.35231312,-0.037720242,18.95947246,0.018774563,0.714427715,-0.005252469,0.009996468,0.765178884
165.5159198,24.47640838,-0.037729421,18.95967195,0.01877522,0.716324847,-0.005258309,0.009996509,0.765036643
165.659028,24.60077659,-0.037739,18.95987151,0.018775872,0.718222027,-0.005300721,0.009996585,0.765043651
165.8019017,24.72541733,-0.037749686,18.96007105,0.01877651,0.720119248,-0.005237516,0.009996835,0.765207532
165.9445401,24.85033014,-0.037760279,18.96027044,0.018777144,0.722016507,-0.005202206,0.009997485,0.765228343
166.0869429,24.9755146,-0.037769993,18.96046976,0.018777776,0.723913807,-0.005203441,0.009998375,0.765103996
166.2291094,25.10097027,-0.037779899,18.96066911,0.018778394,0.725811151,-0.005241201,0.009999377,0.765040155
166.3710392,25.2266967,-0.037791018,18.96086845,0.018778987,0.727708535,-0.005194607,0.010000424,0.765221505
166.5127318,25.35269345,-0.037802335,18.96106763,0.018779564,0.729605951,-0.005154421,0.010001493,0.765260014
166.6541866,25.47896007,-0.037812699,18.96126669,0.018780133,0.731503403,-0.005150654,0.010002562,0.765154411
166.7954031,25.60549612,-0.037822972,18.96146576,0.018780686,0.733400893,-0.005183283,0.010003623,0.765021377
166.9363808,25.73230116,-0.037834492,18.96166482,0.01878121,0.735298417,-0.005152852,0.010004711,0.765223852
167.0771192,25.85937473,-0.037846424,18.9618637,0.018781715,0.737195966,-0.005107229,0.010005837,0.765284665
167.2176177,25.98671639,-0.037857232,18.96206242,0.018782214,0.739093543,-0.005097892,0.010006569,0.765202876
167.3578759,26.11432569,-0.037867565,18.9622611,0.018782704,0.740991152,-0.005124824,0.010006298,0.765005151
167.4978932,26.24220218,-0.037879087,18.96245979,0.018783168,0.74288879,-0.005110123,0.01000301,0.765231907
167.6376691,26.3703454,-0.037891164,18.96265825,0.018783621,0.744786447,-0.005058802,0.009999006,0.765316386
167.7772032,26.4987549,-0.037901914,18.96285651,0.018784078,0.746684127,-0.00504402,0.009994886,0.765258062
167.9164948,26.62743024,-0.037911802,18.96305468,0.018784538,0.748581834,-0.005065873,0.009991104,0.765054017
168.0555435,26.75637096,-0.037922577,18.96325284,0.018784987,0.750479569,-0.005068314,0.009988587,0.765241226
168.1943488,26.88557659,-0.037934001,18.96345076,0.018785436,0.752377325,-0.005013124,0.009991512,0.765344909
168.3329102,27.01504669,-0.037944305,18.96364844,0.018785899,0.754275101,-0.004994672,0.009996059,0.765304596
168.4712271,27.1447808,-0.037953703,18.96384599,0.018786375,0.756172907,-0.005012852,0.010001307,0.765117365
168.609299,27.27477846,-0.037963833,18.96404351,0.018786849,0.758070741,-0.005033002,0.01000659,0.765229262
168.7471255,27.40503921,-0.037974862,18.96424082,0.018787321,0.759968599,-0.004973042,0.010010328,0.765347265
168.884706,27.53556258,-0.037985269,18.96443787,0.018787802,0.761866478,-0.004949203,0.010009802,0.765322676
169.0220401,27.66634812,-0.037994904,18.96463476,0.018788287,0.763764383,-0.004961527,0.010006132,0.765153624
169.1591271,27.79739537,-0.038005164,18.96483159,0.018788761,0.765662316,-0.004997341,0.010001283,0.765197186
169.2959667,27.92870385,-0.038016486,18.96502824,0.018789219,0.76756027,-0.004931533,0.00999648,0.765340461
169.4325583,28.06027309,-0.038027463,18.9652246,0.01878967,0.769458241,-0.004902362,0.009992503,0.765343609
169.5689015,28.19210264,-0.038037488,18.96542076,0.018790115,0.771356234,-0.004909909,0.009990609,0.765203984
169.7049956,28.32419203,-0.038047695,18.96561681,0.018790545,0.773254251,-0.004954247,0.00999198,0.765185796
169.8408403,28.45654079,-0.038058833,18.96581268,0.018790954,0.775152288,-0.004893791,0.009994584,0.7653553
169.976435,28.58914844,-0.038069724,18.96600823,0.018791356,0.77705034,-0.004860841,0.00999722,0.765382645
170.1117792,28.72201452,-0.038079447,18.96620352,0.01879176,0.778948413,-0.004864449,0.00999978,0.765265505
170.2468724,28.85513856,-0.038089011,18.96639868,0.01879216,0.78084651,-0.004904556,0.010002122,0.765176788
170.3817142,28.98852008,-0.038099585,18.96659366,0.018792548,0.782744628,-0.004861355,0.010003445,0.76536433
170.516304,29.12215861,-0.038110271,18.96678831,0.018792937,0.784642764,-0.004823432,0.010004593,0.765408358
170.6506413,29.25605367,-0.038119843,18.96698266,0.018793337,0.786540919,-0.004821825,0.010005701,0.765307347
170.7847257,29.3902048,-0.038129155,18.96717685,0.018793739,0.7884391,-0.004856508,0.010006776,0.765142922
170.9185566,29.52461151,-0.038139737,18.9673709,0.018794128,0.790337304,-0.004829716,0.010007377,0.765345784
171.0521336,29.65927333,-0.038150897,18.96756461,0.018794513,0.792235522,-0.004786033,0.010006168,0.765406333
171.1854562,29.79418976,-0.038161018,18.96775799,0.018794902,0.794133757,-0.004778617,0.010004235,0.765324212
171.3185239,29.92936034,-0.038170705,18.96795119,0.018795287,0.796032013,-0.004807508,0.010002029,0.7650973
171.4513361,30.06478459,-0.038181734,18.96814426,0.018795647,0.797930289,-0.004797212,0.009999864,0.765317421
171.5838925,30.20046201,-0.038193558,18.96833697,0.018795992,0.799828574,-0.004748227,0.009998049,0.765403922
171.7161924,30.33639212,-0.038204173,18.96852931,0.018796335,0.80172687,-0.004735764,0.009997093,0.76534895
171.8482356,30.47257444,-0.038213901,18.96872141,0.018796674,0.803625183,-0.004759842,0.009996946,0.765149478
171.9800213,30.6090085,-0.038224404,18.96891335,0.018796996,0.805523514,-0.004767122,0.009997129,0.765303081
172.1115493,30.74569379,-0.038235585,18.96910492,0.018797311,0.807421855,-0.004713641,0.009997354,0.765413065
172.2428189,30.88262982,-0.038245753,18.96929609,0.018797634,0.809320208,-0.004696686,0.009997538,0.765380773
172.3738297,31.01981613,-0.038254948,18.96948699,0.018797968,0.81121858,-0.004716253,0.009997569,0.765203646
172.5045812,31.15725222,-0.038264695,18.96967768,0.018798301,0.813116972,-0.004741242,0.00999725,0.765286992
172.635073,31.2949376,-0.038275292,18.96986804,0.018798636,0.815015379,-0.004683223,0.009996856,0.765418904
172.7653045,31.43287176,-0.038285286,18.97005799,0.018798984,0.8169138,-0.004661742,0.009996486,0.76540924
172.8952753,31.57105424,-0.038294345,18.97024762,0.018799348,0.818812241,-0.004676805,0.009996271,0.765255387
173.0249849,31.70948454,-0.038303782,18.97043702,0.018799714,0.820710706,-0.004719658,0.009996379,0.765268589
173.1544328,31.84816215,-0.038314233,18.97062609,0.018800078,0.82260919,-0.004657218,0.009998152,0.765420174
173.2836186,31.98708658,-0.038324463,18.97081474,0.018800449,0.824507689,-0.004631239,0.010000261,0.765427963
173.4125417,32.12625735,-0.03833379,18.97100304,0.018800829,0.82640621,-0.004641668,0.010002541,0.765289301
173.5412018,32.26567395,-0.038343353,18.9711911,0.018801205,0.828304755,-0.004688449,0.010004834,0.76522214
173.6695982,32.40533588,-0.038354171,18.97137887,0.018801566,0.830203319,-0.004634443,0.010006534,0.765385313
173.7977306,32.54524264,-0.038365246,18.97156621,0.018801918,0.832101898,-0.004602954,0.010006394,0.76540681
173.9255985,32.68539374,-0.038375508,18.97175317,0.018802265,0.834000492,-0.004607662,0.010005268,0.765285785
174.0532014,32.82578867,-0.038385838,18.97193988,0.018802596,0.835899106,-0.004648587,0.010003776,0.765149178
174.1805388,32.96642693,-0.038397502,18.97212632,0.018802895,0.837797733,-0.00461127,0.010002328,0.765341912
174.3076103,33.107308,-0.038409583,18.97231232,0.018803175,0.839696366,-0.004574136,0.01000072,0.765395526
174.4344154,33.2484314,-0.038420513,18.97249789,0.018803444,0.841595007,-0.004573377,0.009998627,0.765308057
174.5609537,33.38979661,-0.0384309,18.97268316,0.018803703,0.84349366,-0.004609037,0.009995957,0.765110775
174.6872246,33.53140313,-0.038442351,18.97286817,0.018803936,0.845392323,-0.004589351,0.009993103,0.7653302
174.8132278,33.67325044,-0.038454218,18.97305269,0.018804162,0.847290988,-0.004547637,0.009990287,0.765406241
174.9389627,33.81533805,-0.038464674,18.97323674,0.018804395,0.849189657,-0.004542636,0.009988244,0.765338432
175.0644289,33.95766545,-0.038474238,18.97342046,0.018804639,0.851088339,-0.004574397,0.009988048,0.765124305
175.189626,34.10023213,-0.038484706,18.97360392,0.018804879,0.852987033,-0.004573808,0.009992913,0.765302479
175.3145534,34.24303757,-0.038495866,18.97378689,0.018805126,0.854885732,-0.004528522,0.009999112,0.76539806
175.4392107,34.38608127,-0.038505956,18.97396938,0.018805392,0.856784438,-0.004519604,0.010005565,0.765352524
175.5635974,34.52936271,-0.038515168,18.97415151,0.018805676,0.858683157,-0.004546905,0.01001165,0.765163408
175.6877132,34.67288139,-0.038525092,18.97433334,0.018805964,0.860581891,-0.004563674,0.010016351,0.765273877
175.8115574,34.81663678,-0.03853585,18.97451472,0.018806257,0.862480633,-0.004512045,0.010014535,0.765394211
175.9351298,34.96062837,-0.038545878,18.9746956,0.018806564,0.864379385,-0.004496325,0.010010976,0.765372027
176.0584297,35.10485565,-0.038554989,18.97487606,0.018806885,0.866278151,-0.004516598,0.010006695,0.76520443
176.1814568,35.24931811,-0.038564584,18.97505622,0.018807205,0.868176936,-0.004549241,0.010002449,0.765239172
176.3042107,35.39401521,-0.038575177,18.97523595,0.018807519,0.870075733,-0.004491308,0.009998603,0.765376401
176.4266908,35.53894645,-0.03858546,18.97541516,0.018807836,0.871974541,-0.004469796,0.009995751,0.765371837
176.5488967,35.6841113,-0.038594884,18.97559395,0.018808157,0.873873364,-0.004484759,0.009993596,0.765223645
176.6708279,35.82950924,-0.038604631,18.9757724,0.018808468,0.875772205,-0.004535408,0.009991729,0.765186301
176.7924841,35.97513976,-0.038615526,18.97595046,0.01880876,0.877671059,-0.004473104,0.009989908,0.765348343
176.9138647,36.12100232,-0.038626413,18.97612799,0.018809045,0.879569921,-0.004447472,0.009988852,0.765370409
177.0349694,36.26709641,-0.038636298,18.97630505,0.018809327,0.881468796,-0.004458526,0.009989734,0.765249989
177.1557976,36.4134215,-0.03864611,18.97648176,0.018809599,0.883367686,-0.004506265,0.009993433,0.765145429
177.2763489,36.55997707,-0.038657009,18.97665808,0.018809852,0.885266589,-0.00446224,0.0099982,0.765331839
177.3966229,36.70676258,-0.038668077,18.97683386,0.018810098,0.887165499,-0.004432443,0.010003002,0.76537613
177.5166192,36.85377751,-0.038677984,18.97700912,0.018810349,0.889064418,-0.004438851,0.010007311,0.765276767
177.6363373,37.00102134,-0.038687514,18.97718401,0.0188106,0.890963353,-0.00448136,0.010010419,0.765097655
177.7557767,37.14849355,-0.038698239,18.97735855,0.018810837,0.892862302,-0.004454365,0.010008965,0.765304209
177.874937,37.29619358,-0.038709488,18.97753253,0.018811072,0.894761256,-0.004418237,0.010006559,0.765369808
177.9938178,37.44412092,-0.03871956,18.97770597,0.018811316,0.896660218,-0.004418209,0.010003903,0.765293686
178.1124186,37.59227503,-0.038729008,18.97787901,0.018811567,0.898559195,-0.00445434,0.010001373,0.765073373
178.2307391,37.74065539,-0.038739597,18.97805171,0.018811807,0.900458185,-0.00444444,0.009999441,0.765276231
178.3487787,37.88926146,-0.038750909,18.97822384,0.018812045,0.902357181,-0.004402668,0.009999693,0.765366025
178.466537,38.0380927,-0.038761048,18.97839541,0.018812294,0.904256183,-0.004397192,0.010000758,0.76531325
178.5840136,38.18714858,-0.038770304,18.97856653,0.018812554,0.9061552,-0.004427986,0.010002174,0.765114846
178.7012081,38.33642857,-0.038780337,18.9787373,0.01881281,0.908054232,-0.0044359,0.010003627,0.76524157
178.81812,38.48593214,-0.038791197,18.97890752,0.018813066,0.909953273,-0.004388586,0.010004055,0.765349487
178.9347489,38.63565873,-0.038801291,18.97907716,0.018813333,0.911852323,-0.004377414,0.010001641,0.765315601
179.0510944,38.78560781,-0.038810567,18.97924634,0.018813611,0.913751389,-0.00440245,0.009996813,0.765137866
179.167156,38.93577886,-0.038820476,18.97941514,0.018813884,0.915650471,-0.004427967,0.009991098,0.765192754
179.2829333,39.08617132,-0.038831393,18.97958344,0.018814152,0.917549564,-0.004375589,0.009985425,0.76532673
179.3984259,39.23678465,-0.038841885,18.97975116,0.018814422,0.919448666,-0.004359991,0.009981362,0.765320833
179.5136334,39.38761832,-0.038851445,18.97991837,0.018814699,0.921347781,-0.004381252,0.009981362,0.765172374
179.6285553,39.53867178,-0.038861265,18.98008517,0.01881497,0.923246913,-0.004426918,0.009988753,0.76515985
179.7431912,39.68994449,-0.038872056,18.98025149,0.01881523,0.925146057,-0.004371492,0.009998712,0.765319462
179.8575406,39.84143589,-0.038882622,18.9804172,0.018815492,0.92704521,-0.004352261,0.010008771,0.765337418
179.9716033,39.99314546,-0.03889211,18.98058237,0.018815762,0.928944378,-0.004368993,0.010017786,0.76521122
180.0853786,40.14507264,-0.038901559,18.98074712,0.018816032,0.930843563,-0.00442146,0.01002445,0.765122856
180.1988663,40.2972169,-0.0389121,18.98091142,0.018816293,0.932742764,-0.00436946,0.010018778,0.765300304
180.3120659,40.44957767,-0.038922812,18.9810751,0.018816555,0.934641975,-0.004342304,0.010010905,0.765335104
180.424977,40.60215441,-0.038932501,18.98123823,0.018816827,0.936541199,-0.004351042,0.010002135,0.765225372
180.5375991,40.75494657,-0.038942021,18.98140092,0.018817099,0.938440442,-0.004395874,0.009993568,0.765056924
180.6499319,40.90795361,-0.038952874,18.9815632,0.018817354,0.940339699,-0.004361085,0.009987248,0.765250721
180.7619749,41.06117497,-0.038964341,18.98172487,0.018817602,0.942238963,-0.004328776,0.00998812,0.765303692
180.8737278,41.21461009,-0.038974806,18.98188597,0.018817849,0.944138236,-0.004333068,0.00999238,0.765215265
180.98519,41.36825843,-0.038984853,18.98204662,0.01881809,0.946037521,-0.004373865,0.009998002,0.764983495
181.0963613,41.52211943,-0.038996228,18.98220688,0.018818303,0.947936816,-0.004358397,0.010003665,0.765198234
181.2072411,41.67619253,-0.039008362,18.98236653,0.0188185,0.949836111,-0.004321203,0.010007915,0.765281609
181.3178292,41.83047718,-0.039019226,18.98252556,0.018818695,0.951735407,-0.004319949,0.01000833,0.765224432
181.428125,41.98497282,-0.039029117,18.9826841,0.018818888,0.953634711,-0.004354622,0.010004783,0.765023397
181.5381282,42.1396789,-0.039039677,18.98284222,0.018819068,0.955534023,-0.004356269,0.009999785,0.765168026
181.6478383,42.29459487,-0.03905084,18.98299973,0.018819246,0.957433337,-0.004312838,0.009994827,0.765274492
181.757255,42.44972015,-0.039060952,18.9831566,0.018819438,0.959332653,-0.004305811,0.009990806,0.765238638
181.8663779,42.60505419,-0.039070047,18.98331295,0.018819646,0.96123198,-0.004335277,0.009989081,0.76505812
181.9752064,42.76059645,-0.039079649,18.98346887,0.01881986,0.963131319,-0.004356008,0.009992624,0.765126579
182.0837404,42.91634635,-0.039090116,18.98362424,0.018820079,0.965030665,-0.004308288,0.009997727,0.765255187
182.1919793,43.07230333,-0.039100027,18.98377896,0.018820314,0.966930016,-0.004296798,0.010003023,0.76524365
182.2999227,43.22846683,-0.039108994,18.98393313,0.018820567,0.968829378,-0.004321413,0.010007909,0.765089629
182.4075702,43.38483629,-0.039118281,18.98408686,0.018820824,0.970728756,-0.004360315,0.010011643,0.765088329
182.5149216,43.54141114,-0.039128553,18.98424005,0.018821079,0.972628143,-0.004306222,0.010009214,0.765243202
182.6219762,43.69819083,-0.039138578,18.98439259,0.01882134,0.974527538,-0.004288034,0.010005484,0.765256972
182.7287338,43.85517477,-0.039147563,18.98454456,0.01882161,0.976426945,-0.004305841,0.010001198,0.765127104
182.835194,44.01236242,-0.039156567,18.98469605,0.018821881,0.978326369,-0.004359739,0.009996949,0.765050487
182.9413563,44.1697532,-0.039166652,18.98484705,0.01882214,0.980225807,-0.004301765,0.00999394,0.765225448
183.0472204,44.32734654,-0.039176844,18.98499739,0.018822398,0.982125254,-0.004278077,0.009994249,0.765259111
183.1527859,44.48514188,-0.039185989,18.98514713,0.018822661,0.984024714,-0.004290737,0.009996526,0.765149525
183.2580524,44.64313864,-0.039194948,18.98529639,0.018822921,0.985924192,-0.004339696,0.009999585,0.764996414
183.3630195,44.80133627,-0.039205149,18.98544519,0.018823163,0.987823684,-0.004300499,0.010002689,0.76519242
183.4676867,44.95973417,-0.039215827,18.98559333,0.018823397,0.989723185,-0.004271395,0.010004963,0.765247248
183.5720539,45.11833179,-0.039225418,18.98574085,0.018823633,0.991622696,-0.004278278,0.010004988,0.765159434
183.6761204,45.27712855,-0.039234559,18.98588788,0.018823866,0.993522223,-0.00432113,0.010002212,0.764930668
183.779886,45.43612388,-0.039245028,18.98603448,0.018824075,0.995421763,-0.004299582,0.009998432,0.765147608
183.8833503,45.5953172,-0.039256277,18.98618042,0.018824273,0.997321307,-0.004264442,0.009994689,0.765223037
183.9865129,45.75470793,-0.039266348,18.98632572,0.018824471,0.999220857,-0.004265632,0.009991681,0.765156562
184.0893734,45.91429551,-0.039275637,18.98647051,0.018824668,1.001120418,-0.004303221,0.009990412,0.764945787
184.1919314,46.07407935,-0.039285838,18.98661485,0.01882485,1.003019991,-0.004300885,0.0099942,0.765093252
184.2941866,46.23405888,-0.039296839,18.98675856,0.018825025,1.004919567,-0.004261121,0.009999271,0.765194617
184.3961385,46.39423352,-0.03930691,18.9869016,0.018825207,1.006819147,-0.004257487,0.010004613,0.765156621
184.4977869,46.55460269,-0.039316055,18.9870441,0.018825396,1.008718736,-0.004289861,0.01000966,0.764976766
184.5991312,46.71516582,-0.039325737,18.98718615,0.018825582,1.010618337,-0.00430558,0.010013481,0.765057615
184.7001712,46.87592232,-0.039336198,18.98732758,0.018825768,1.012517943,-0.004259065,0.01001169,0.765188574
184.8009065,47.03687161,-0.039345943,18.98746834,0.018825966,1.014417554,-0.004248314,0.01000832,0.765178214
184.9013367,47.19801311,-0.039354613,18.98760852,0.018826182,1.016317177,-0.00427341,0.010004305,0.765023583
185.0014614,47.35934625,-0.039363514,18.98774821,0.018826405,1.018216814,-0.004306065,0.010000325,0.765027488
185.1012803,47.52087043,-0.039373333,18.98788734,0.01882663,1.020116462,-0.004252997,0.009996686,0.765177106
185.2007929,47.68258508,-0.039382879,18.98802579,0.018826868,1.022016119,-0.004236184,0.009993882,0.765184918
185.299999,47.84448961,-0.039391449,18.98816364,0.018827122,1.02391579,-0.004255681,0.009991679,0.76504886
185.3988981,48.00658343,-0.039400154,18.98830101,0.01882738,1.025815478,-0.0043073,0.009989725,0.764973767
185.4974899,48.16886597,-0.039410041,18.98843785,0.01882763,1.02771518,-0.004249554,0.009987817,0.765143602
185.595774,48.33133663,-0.039420112,18.98857402,0.018827878,1.02961489,-0.004228325,0.009986877,0.765172981
185.69375,48.49399482,-0.039429217,18.98870958,0.01882813,1.031514613,-0.004243624,0.009988404,0.765059938
185.7914177,48.65683997,-0.039438202,18.98884464,0.018828375,1.033414351,-0.004295444,0.009993575,0.764910396
185.8887766,48.81987147,-0.039448437,18.98897921,0.018828598,1.035314102,-0.004253423,0.010000114,0.765104721
185.9858263,48.98308874,-0.039459106,18.98911311,0.018828808,1.037213858,-0.004227483,0.010006689,0.765159141
186.0825666,49.14649118,-0.039468637,18.98924637,0.018829016,1.039113621,-0.004237405,0.010012434,0.765072052
186.178997,49.31007821,-0.039477647,18.98937911,0.018829217,1.041013396,-0.004283048,0.010016186,0.764850163
186.2751173,49.47384924,-0.039487872,18.9895114,0.018829395,1.042913183,-0.004258082,0.010012357,0.765069855
186.370927,49.63780367,-0.039498732,18.98964301,0.018829561,1.044812971,-0.00422459,0.010006934,0.765148773
186.4664257,49.80194091,-0.039508281,18.98977394,0.01882973,1.046712763,-0.004226981,0.010001075,0.765085937
186.5616132,49.96626037,-0.039516925,18.98990434,0.018829905,1.048612566,-0.004265389,0.00999549,0.764878523
186.6564891,50.13076145,-0.039526379,18.99003427,0.018830071,1.05051238,-0.004258362,0.009991385,0.765031909
186.751053,50.29544355,-0.039536541,18.99016355,0.018830237,1.052412198,-0.004219303,0.009992872,0.76513419
186.8453046,50.46030609,-0.03954571,18.99029213,0.018830419,1.054312022,-0.004216543,0.009996402,0.765096014
186.9392436,50.62534846,-0.039553947,18.99042016,0.018830616,1.056211857,-0.00425,0.010000783,0.764915
187.0328695,50.79057008,-0.039562762,18.99054772,0.018830815,1.058111706,-0.00426222,0.010005201,0.764997091
187.126182,50.95597034,-0.039572417,18.99067465,0.018831019,1.060011564,-0.004217448,0.010008474,0.765126791
187.2191809,51.12154864,-0.039581428,18.9908009,0.018831238,1.06191143,-0.004208452,0.010008583,0.765115589
187.3118657,51.28730439,-0.039589445,18.99092656,0.018831474,1.06381131,-0.004235242,0.010006037,0.764960597
187.404236,51.45323698,-0.039597769,18.99105172,0.018831714,1.065711207,-0.004264947,0.010002513,0.764966271
187.4962917,51.61934582,-0.039607062,18.99117629,0.018831953,1.067611118,-0.004213391,0.009999034,0.765115581
187.5880322,51.78563031,-0.039616118,18.99130019,0.0188322,1.069511039,-0.004197955,0.00999603,0.765123015
187.6794574,51.95208984,-0.039624228,18.99142348,0.018832458,1.071410977,-0.004218705,0.009994191,0.764986667
187.7705667,52.11872381,-0.0396325,18.99154627,0.018832714,1.073310934,-0.004267263,0.0099944,0.764912294
187.86136,52.28553162,-0.039641969,18.99166853,0.018832958,1.075210906,-0.004210463,0.009995359,0.76508306
187.9518368,52.45251266,-0.039651623,18.99179011,0.018833196,1.077110889,-0.004189855,0.009996363,0.765114459
188.0419969,52.61966633,-0.039660297,18.99191106,0.018833435,1.079010885,-0.004205415,0.009997271,0.765004244
188.1318398,52.78699203,-0.03966882,18.9920315,0.018833667,1.080910899,-0.00425712,0.009997922,0.764857345
188.2213653,52.95448915,-0.039678549,18.99215145,0.018833877,1.082810927,-0.004210926,0.009997198,0.765053079
188.3105731,53.12215708,-0.039688678,18.99227072,0.018834076,1.084710962,-0.004184814,0.009996244,0.765107026
188.3994627,53.28999521,-0.03969766,18.99238933,0.018834275,1.086611006,-0.004194871,0.009995219,0.765017238
