time.TIME,Gyro.gyro_X,Gyro.gyro_Y,Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_distance,driving_machine_monitor.path_curvature,driver_demands.steering,driver_demands.throttle
5.82,109.1039848,0.466740803,-0.034927302,18.96737481,0.017840072,0.089803648,-0.043127302,0.009998763,0.760479185,14.29409794
5.83,109.292905,0.483606227,-0.03530249,18.96686363,0.017912379,0.091666112,-0.042584938,0.009999649,0.761976384,14.3070449
5.84,109.4817886,0.500819954,-0.035662751,18.9663526,0.017981487,0.093533576,-0.042058342,0.010000592,0.763256216,14.32003939
5.85,109.670635,0.518382972,-0.03600942,18.96584211,0.018047526,0.09540586,-0.04154898,0.010001486,0.764317721,14.33307762
5.86,109.8594433,0.536296212,-0.036345339,18.96533248,0.018110607,0.09728278,-0.041027566,0.010002174,0.765574081,14.34615246
5.87,110.0482129,0.554560543,-0.036672032,18.96482382,0.018170852,0.099164146,-0.040406301,0.010001699,0.766806006,14.35925731
5.88,110.236943,0.573176795,-0.036988954,18.96431624,0.01822839,0.101049775,-0.039806344,0.010000972,0.767827866,14.37239101
5.89,110.4256329,0.592145765,-0.037296522,18.96381003,0.018283337,0.102939492,-0.039228991,0.010000155,0.768639203,14.38555089
5.9,110.6142818,0.611468204,-0.037596807,18.96330548,0.018335786,0.104833121,-0.038667276,0.009999371,0.769576373,14.39873115
5.91,110.8028891,0.631144807,-0.037891059,18.96280267,0.018385839,0.10673048,-0.037988303,0.009998841,0.770573833,14.41192619
5.92,110.991454,0.651176232,-0.038178412,18.96230169,0.018433603,0.108631389,-0.037335543,0.009998907,0.771370501,14.42513464
5.93,111.1799757,0.671563113,-0.038458468,18.9618028,0.018479176,0.11053568,-0.036710092,0.009999362,0.771966527,14.4383547
5.94,111.3684536,0.692306045,-0.03873261,18.96130627,0.018522635,0.112443184,-0.036112997,0.009999988,0.772622535,14.45158078
5.95,111.556887,0.713405576,-0.039001901,18.96081221,0.018564057,0.114353726,-0.035408632,0.010000658,0.773424915,14.46480729
5.96,111.7452751,0.734862218,-0.039265251,18.96032059,0.018603532,0.116267136,-0.03472054,0.01000113,0.774036645,14.47803265
5.97,111.9336171,0.756676466,-0.03952156,18.95983164,0.018641142,0.118183252,-0.034063661,0.010001021,0.77445824,14.49125673
5.98,112.1219124,0.778848783,-0.039771674,18.9593456,0.01867695,0.120101917,-0.033438898,0.010000124,0.774874476,14.50447497
5.99,112.3101603,0.801379592,-0.04001663,18.9588626,0.018711015,0.122022971,-0.032732442,0.009998967,0.775522018,14.51768203
6,112.4983601,0.824269281,-0.040255293,18.95838258,0.018743413,0.123946252,-0.032023885,0.009997846,0.775988273,14.53087567
6.01,112.686511,0.847518226,-0.040486059,18.95790571,0.018774216,0.125871614,-0.03135004,0.009996977,0.776274227,14.5440568
6.02,112.8746123,0.87112678,-0.040709431,18.95743221,0.01880348,0.127798916,-0.030711695,0.009996667,0.776489322,14.55722155
6.03,113.0626634,0.89509526,-0.040926607,18.9569622,0.018831247,0.129728014,-0.030016595,0.009998162,0.777019982,14.57036501
6.04,113.2506635,0.919423947,-0.041136582,18.95649559,0.018857585,0.131658764,-0.029300645,0.010000098,0.777378311,14.58348465
6.05,113.4386119,0.944113118,-0.041337405,18.9560325,0.018882559,0.133591036,-0.028622169,0.010002165,0.777565539,14.59658263
6.06,113.6265079,0.969163031,-0.041529386,18.95557314,0.018906216,0.135524711,-0.027981758,0.010004127,0.777615923,14.60965569
6.07,113.8143508,0.99457391,-0.041714018,18.95511766,0.018928588,0.137459666,-0.027308317,0.010005441,0.778064134,14.622699
6.08,114.0021399,1.020345949,-0.041890546,18.95466591,0.018949734,0.139395777,-0.026594705,0.010003998,0.778346822,14.63570949
6.09,114.1898745,1.046479337,-0.042056799,18.95421795,0.018969714,0.141332934,-0.025920805,0.010001651,0.778465182,14.64869053
6.1,114.377554,1.072974251,-0.042212997,18.95377401,0.01898857,0.143271042,-0.025287189,0.009998949,0.778417666,14.66163961
6.11,114.5651776,1.099830842,-0.042360845,18.95333422,0.019006327,0.14521,-0.02464403,0.009996286,0.778768605,14.6745522
6.12,114.7527446,1.127049225,-0.042500013,18.95289842,0.019023035,0.147149707,-0.023941819,0.009994445,0.778997716,14.68742511
6.13,114.9402544,1.154629516,-0.042628495,18.95246665,0.019038748,0.149090077,-0.02328151,0.009994742,0.779067139,14.70026191
6.14,115.1277062,1.182571823,-0.042746459,18.9520391,0.019053502,0.151031033,-0.022663498,0.009996782,0.778974924,14.71306076
6.15,115.3150994,1.210876229,-0.042855646,18.95161591,0.019067317,0.152972501,-0.022058712,0.009999507,0.779210702,14.72581746
6.16,115.5024333,1.239542786,-0.042956189,18.95119693,0.019080234,0.154914401,-0.021375237,0.010002277,0.779401298,14.73852899
6.17,115.6897072,1.268571546,-0.043046491,18.95078217,0.019092297,0.156856666,-0.020734839,0.010004574,0.779435454,14.75119839
6.18,115.8769203,1.297962552,-0.04312663,18.95037178,0.019103537,0.15879924,-0.020137784,0.010005609,0.779311207,14.76382481
6.19,116.0640722,1.32771583,-0.04319833,18.9499659,0.019113971,0.160742067,-0.019575663,0.010004392,0.779444547,14.77640448
6.2,116.251162,1.357831378,-0.043262103,18.94956443,0.019123626,0.162685088,-0.018914989,0.010002418,0.779608929,14.78893443
6.21,116.438189,1.388309189,-0.043316687,18.94916731,0.019132542,0.16462825,-0.018298527,0.010000463,0.779619753,14.80141698
6.22,116.6251527,1.419149253,-0.043362,18.94877468,0.019140747,0.166571515,-0.017726553,0.009998665,0.779474814,14.81385226
6.23,116.8120523,1.450351545,-0.04339968,18.94838667,0.019148255,0.168514843,-0.017199317,0.009997176,0.779516138,14.82623704
6.24,116.9988872,1.481916016,-0.04343057,18.9480032,0.019155089,0.17045819,-0.016577941,0.009997156,0.779662024,14.8385685
6.25,117.1856566,1.513842609,-0.043453697,18.94762419,0.019161285,0.172401519,-0.0159898,0.009997427,0.779654429,14.85084835
6.26,117.37236,1.546131269,-0.043468802,18.94724974,0.019166872,0.174344801,-0.015446963,0.009997838,0.779491141,14.86307754
6.27,117.5589967,1.578781929,-0.043477441,18.94687999,0.019171862,0.176288011,-0.014949564,0.009998284,0.779440827,14.87525321
6.28,117.7455659,1.611794498,-0.04348077,18.94651489,0.019176274,0.178231117,-0.014378877,0.009998816,0.779566934,14.88737255
6.29,117.9320671,1.645168876,-0.043478065,18.94615432,0.019180142,0.18017409,-0.013821534,0.009999518,0.779538783,14.8994366
6.3,118.1184995,1.678904968,-0.043468868,18.94579837,0.019183493,0.182116912,-0.013309904,0.010000318,0.779354667,14.91144713
6.31,118.3048626,1.713002668,-0.04345462,18.94544717,0.019186339,0.184059564,-0.01284406,0.010001175,0.779210482,14.92340166
6.32,118.4911556,1.747461849,-0.04343674,18.9451007,0.019188691,0.186002023,-0.012325311,0.010002074,0.779314476,14.9352973
6.33,118.6773779,1.782282375,-0.043414646,18.94475881,0.019190581,0.187944265,-0.011799933,0.010002708,0.779264069,14.94713441
6.34,118.8635288,1.817464113,-0.043387609,18.94442159,0.019192033,0.189886276,-0.01132045,0.010002568,0.779058418,14.9589156
6.35,119.0496077,1.853006924,-0.043356897,18.94408914,0.019193057,0.191828043,-0.010886914,0.010001593,0.778821481,14.97063864
6.36,119.235614,1.888910651,-0.043324128,18.94376149,0.019193659,0.193769547,-0.010420604,0.010000332,0.778906801,14.98230067
6.37,119.4215469,1.925175124,-0.043288778,18.94343845,0.019193868,0.195710765,-0.009927911,0.009999111,0.778839137,14.99390142
6.38,119.6074059,1.961800178,-0.043249756,18.94312007,0.019193707,0.197651686,-0.009481373,0.009998084,0.778617943,15.0054444
6.39,119.7931903,1.998785649,-0.043208089,18.94280648,0.019193189,0.1995923,-0.009081031,0.009997486,0.778294493,15.01692768
6.4,119.9788994,2.036131352,-0.043165563,18.94249771,0.019192314,0.201532589,-0.008667951,0.009997938,0.778365499,15.02834837
6.41,120.1645327,2.073837089,-0.043121706,18.94219356,0.01919111,0.203472532,-0.008208787,0.009998705,0.778283082,15.03970555
6.42,120.3500894,2.11190267,-0.043075081,18.94189404,0.019189604,0.205412118,-0.007795799,0.009999544,0.778047152,15.05100361
6.43,120.5355689,2.150327909,-0.043026518,18.9415993,0.019187807,0.20735134,-0.007428964,0.010000355,0.777655091,15.06224087
6.44,120.7209706,2.189112598,-0.042977934,18.9413094,0.019185716,0.209290182,-0.007068893,0.01000101,0.777692457,15.07341436
6.45,120.9062938,2.228256516,-0.042928997,18.9410241,0.019183357,0.211228623,-0.00664288,0.010000783,0.777595042,15.08452262
6.46,121.091538,2.267759452,-0.042878071,18.94074342,0.019180756,0.213166651,-0.006262916,0.010000355,0.777345203,15.09557044
6.47,121.2767024,2.307621196,-0.042825734,18.94046748,0.019177921,0.215104259,-0.005928984,0.009999857,0.776940502,15.10655649
6.48,121.4617865,2.347841524,-0.04277375,18.94019635,0.019174849,0.217041434,-0.005621205,0.009999394,0.776894305,15.11747786
6.49,121.6467895,2.388420196,-0.042722031,18.93992982,0.019171559,0.218978155,-0.005227903,0.009999169,0.776786355,15.12833308
6.5,121.831711,2.429356979,-0.042669047,18.93966787,0.019168072,0.22091441,-0.004880554,0.009999502,0.77652782,15.13912626
6.51,122.0165502,2.470651646,-0.042615023,18.93941061,0.019164395,0.22285019,-0.004579104,0.010000224,0.776116566,15.14985689
6.52,122.2013066,2.512303956,-0.042561503,18.93915813,0.019160523,0.224785483,-0.004322989,0.010001117,0.775994019,15.16052224
6.53,122.3859794,2.554313653,-0.042508586,18.93891023,0.019156468,0.22672027,-0.003961681,0.010002056,0.775883361,15.17112065
6.54,122.5705681,2.596680486,-0.042454801,18.93866687,0.019152248,0.228654536,-0.003646014,0.010002786,0.775624006,15.18165555
6.55,122.755072,2.639404212,-0.042400015,18.93842814,0.019147871,0.230588274,-0.003375916,0.010002919,0.775213601,15.19212735
6.56,122.9394906,2.682484577,-0.042345575,18.9381941,0.019143333,0.232521474,-0.003151315,0.010002154,0.775020678,15.20253365
6.57,123.1238232,2.725921314,-0.042291814,18.93796463,0.019138641,0.234454116,-0.002839424,0.010001093,0.774911023,15.2128727
6.58,123.3080692,2.769714155,-0.042237382,18.93773963,0.019133813,0.236386189,-0.002554228,0.010000065,0.774652658,15.22314715
6.59,123.4922279,2.813862845,-0.042181858,18.93751918,0.019128859,0.238317683,-0.002314418,0.009999098,0.774243943,15.23335817
6.6,123.6762988,2.858367118,-0.042126453,18.93730336,0.019123774,0.240248592,-0.002119941,0.009998227,0.77398206,15.24350353
6.61,123.8602812,2.903226695,-0.042071775,18.93709207,0.019118561,0.242178898,-0.00185714,0.009997659,0.773877297,15.25358128
6.62,124.0441745,2.948441298,-0.042016606,18.93688518,0.019113236,0.244108589,-0.001601721,0.00999718,0.773626594,15.26359339
6.63,124.2279782,2.994010655,-0.04196021,18.93668276,0.01910781,0.246037657,-0.001391459,0.009996751,0.773229055,15.27354187
6.64,124.4116915,3.039934494,-0.041903621,18.93648488,0.019102279,0.247966098,-0.001226278,0.0099964,0.772910181,15.28342474
6.65,124.5953139,3.086212525,-0.041847681,18.93629148,0.01909664,0.249893897,-0.001011492,0.009996434,0.772822399,15.29323996
6.66,124.7788448,3.13284446,-0.041791276,18.9361024,0.019090913,0.251821042,-0.000784764,0.009997754,0.77258991,15.30298879
6.67,124.9622835,3.179830017,-0.04173336,18.93591767,0.019085109,0.25374753,-0.000602802,0.009999605,0.772211729,15.31267413
6.68,125.1456295,3.227168917,-0.041674831,18.93573738,0.019079227,0.255673357,-0.000465468,0.010001691,0.771840456,15.32229429
6.69,125.3288821,3.274860867,-0.04161683,18.93556151,0.019073263,0.257598516,-0.000296836,0.010003817,0.771771457,15.3318471
6.7,125.5120407,3.322905566,-0.041558435,18.93538986,0.019067235,0.259522995,-9.6648E-05,0.010005438,0.771558103,15.34133308
6.71,125.6951048,3.371302727,-0.041498359,18.93522245,0.019061157,0.261446793,5.94273E-05,0.010005638,0.77120022,15.35075589
6.72,125.8780737,3.420052064,-0.041437402,18.93505938,0.019055029,0.263369913,0.000171497,0.010004495,0.770778764,15.36011402
6.73,126.0609468,3.469153279,-0.041377014,18.93490066,0.019048841,0.265292348,0.000296607,0.010002871,0.770733315,15.36940511
6.74,126.2437236,3.518606063,-0.041316441,18.93474605,0.019042611,0.26721409,0.000472482,0.010001289,0.770545218,15.37862895
6.75,126.4264033,3.568410123,-0.041254116,18.93459556,0.019036352,0.26913514,0.000604533,0.009999771,0.770214545,15.38779004
6.76,126.6089855,3.618565169,-0.041190698,18.9344493,0.019030066,0.271055503,0.000692839,0.009998366,0.769749795,15.39688714
6.77,126.7914694,3.669070898,-0.041127915,18.9343073,0.01902374,0.27297518,0.000775672,0.009997171,0.769733445,15.40591779
6.78,126.9738546,3.719926996,-0.041065178,18.9341693,0.019017389,0.274894162,0.000928253,0.009996073,0.769574571,15.41488104
6.79,127.1561404,3.771133165,-0.041000649,18.9340353,0.01901103,0.276812454,0.001037313,0.009995011,0.769273598,15.42378222
6.8,127.3383262,3.822689113,-0.040934852,18.93390539,0.019004667,0.278730065,0.001102949,0.009994154,0.76882777,15.43262032
6.81,127.5204114,3.874594537,-0.04086954,18.93377963,0.018998287,0.280646999,0.001144776,0.009993777,0.76877985,15.44139285
6.82,127.7023954,3.926849122,-0.040804475,18.93365776,0.018991905,0.282563253,0.001275368,0.009995816,0.768650224,15.45009875
6.83,127.8842776,3.979452564,-0.040737977,18.93353976,0.018985537,0.284478833,0.001362952,0.009998384,0.768378844,15.45874286
6.84,128.0660575,4.032404568,-0.040670346,18.93342572,0.018979186,0.286393751,0.001407711,0.010001207,0.767963061,15.4673248
6.85,128.2477344,4.085704832,-0.040603238,18.93331571,0.018972841,0.288308013,0.001410755,0.010004063,0.767872899,15.47584214
6.86,128.4293077,4.139353038,-0.040536722,18.9332095,0.018966511,0.290221619,0.001522169,0.010006142,0.767772756,15.48429359
6.87,128.6107768,4.19334888,-0.040469292,18.93310705,0.01896021,0.292134576,0.001591416,0.010006012,0.767530884,15.49268323
6.88,128.7921412,4.24769206,-0.040400969,18.93300843,0.01895394,0.294046897,0.001618593,0.010004555,0.767144643,15.50101157
6.89,128.9734002,4.302382274,-0.040333264,18.93291369,0.01894769,0.29595859,0.001603802,0.010002601,0.767011235,15.50927644
6.9,129.1545533,4.357419204,-0.040266527,18.93282268,0.018941463,0.297869658,0.001681109,0.010000692,0.766939319,15.51747637
6.91,129.3355998,4.412802542,-0.040199406,18.9327353,0.018935272,0.299780106,0.00173419,0.009999049,0.766725409,15.52561464
6.92,129.5165392,4.468531988,-0.040131629,18.93265161,0.018929121,0.301689947,0.001745487,0.009998046,0.76636754,15.53369248
6.93,129.6973709,4.524607236,-0.040064551,18.93257169,0.018922999,0.303599192,0.001715101,0.009997882,0.766190749,15.54170794
6.94,129.8780943,4.581027971,-0.039998782,18.9324954,0.018916905,0.305507843,0.001758596,0.009998062,0.766148455,15.54965941
6.95,130.0587087,4.637793881,-0.039933099,18.93242261,0.018910853,0.307415906,0.00179682,0.009998277,0.765964898,15.55754944
6.96,130.2392137,4.694904665,-0.039866908,18.93235338,0.018904848,0.309323393,0.001793745,0.009998597,0.765638577,15.5653801
6.97,130.4196085,4.752360019,-0.039801385,18.93228778,0.018898883,0.311230316,0.001749501,0.00999912,0.76542176,15.57314968
6.98,130.5998927,4.81015963,-0.039737385,18.93222572,0.018892954,0.313136678,0.00176121,0.010000275,0.765412357,15.58085641
6.99,130.7800656,4.868303183,-0.039673817,18.93216704,0.018887077,0.315042484,0.001786717,0.010001601,0.765262005,15.58850209
7,130.9601267,4.926790378,-0.039609773,18.93211176,0.018881261,0.316947747,0.001771528,0.010002992,0.764969601,15.59608962
7.01,131.1400753,4.985620915,-0.039546266,18.93205998,0.018875501,0.31885248,0.001715793,0.010004296,0.764714374,15.60361754
7.02,131.3199108,5.044794483,-0.039484421,18.93201163,0.018869792,0.320756687,0.001698252,0.01000498,0.764738802,15.61108395
7.03,131.4996328,5.104310767,-0.039423304,18.93196652,0.01886415,0.322660373,0.001713628,0.010003102,0.764621607,15.61848988
7.04,131.6792405,5.164169467,-0.039361716,18.93192468,0.018858585,0.32456355,0.001688813,0.010000338,0.764361928,15.625839
7.05,131.8587334,5.224370288,-0.039300532,18.9318862,0.018853095,0.326466234,0.001623859,0.009997228,0.764065449,15.63313004
7.06,132.038111,5.284912919,-0.039241177,18.93185105,0.018847669,0.32836843,0.00157888,0.009994155,0.764119857,15.64036092
7.07,132.2173725,5.345797048,-0.039182897,18.93181902,0.018842321,0.330270141,0.001585258,0.009992059,0.764032021,15.64753185
7.08,132.3965175,5.407022375,-0.039124216,18.93179011,0.018837063,0.33217138,0.001551546,0.009992497,0.763801923,15.65464726
7.09,132.5755453,5.468588606,-0.039065864,18.93176442,0.018831889,0.334072163,0.001477873,0.009995132,0.763462342,15.66170608
7.1,132.7544554,5.530495436,-0.039009537,18.93174198,0.018826785,0.335972495,0.001406079,0.009998625,0.763547719,15.66870599
7.11,132.9332471,5.592742549,-0.038954624,18.93172253,0.01882176,0.337872379,0.001404718,0.010002162,0.763491665,15.67564643
7.12,133.1119199,5.655329647,-0.038899318,18.93170607,0.018816827,0.339771825,0.001364069,0.010005108,0.763294366,15.68253262
7.13,133.2904732,5.71825644,-0.038844149,18.93169269,0.018811984,0.34167085,0.001284298,0.010006516,0.762952929,15.68936375
7.14,133.4689064,5.781522626,-0.038790885,18.93168244,0.018807213,0.343569463,0.001188863,0.010004893,0.763032429,15.69613745
7.15,133.647219,5.845127893,-0.03873916,18.93167506,0.018802524,0.345467664,0.001182957,0.010002316,0.763007342,15.70285279
7.16,133.8254102,5.909071944,-0.038687142,18.93167053,0.01879793,0.347365465,0.00113813,0.00999972,0.762840193,15.70951498
7.17,134.0034796,5.97335449,-0.038635146,18.93166894,0.01879343,0.34926288,0.001054421,0.00999738,0.762528119,15.71612364
7.18,134.1814265,6.037975235,-0.038584849,18.93167036,0.01878901,0.351159921,0.000936728,0.009995571,0.7625624,15.72267641
7.19,134.3592504,6.10293387,-0.038536223,18.93167456,0.018784676,0.353056589,0.000926942,0.00999667,0.76256551,15.72917213
7.2,134.5369507,6.168230097,-0.038487634,18.93168149,0.018780437,0.354952892,0.000878475,0.009998314,0.762427336,15.73561521
7.21,134.7145267,6.23386363,-0.038439107,18.93169123,0.018776294,0.356848846,0.00079146,0.01000023,0.762145438,15.74200604
7.22,134.8919779,6.299834173,-0.038392144,18.93170385,0.018772233,0.358744461,0.000666032,0.010002162,0.762137322,15.74834247
7.23,135.0693038,6.366141421,-0.038346961,18.93171917,0.018768252,0.360639738,0.000640481,0.010003651,0.762171968,15.75462313
7.24,135.2465036,6.432785077,-0.038302059,18.93173709,0.018764364,0.362534685,0.000590403,0.010003743,0.76206534,15.76085164
7.25,135.4235769,6.499764853,-0.038257135,18.9317577,0.018760568,0.364429316,0.000502304,0.010003082,0.761815084,15.76702921
7.26,135.6005231,6.567080459,-0.038213513,18.93178105,0.018756852,0.36632364,0.000376257,0.010002145,0.761763766,15.77315395
7.27,135.7773414,6.634731593,-0.038171689,18.93180701,0.018753213,0.36821766,0.000331999,0.010001252,0.76182815,15.77922436
7.28,135.9540315,6.702717958,-0.038130332,18.93183547,0.018749662,0.370111383,0.000281872,0.010000493,0.761750912,15.78524323
7.29,136.1305926,6.771039268,-0.038088849,18.93186647,0.018746202,0.37200482,0.000193945,0.010000027,0.761530535,15.7912125
7.3,136.3070242,6.839695235,-0.038048414,18.9319001,0.018742824,0.373897984,6.82865E-05,0.009999909,0.761435763,15.79713047
7.31,136.4833257,6.90868556,-0.038009803,18.93193625,0.01873952,0.375790876,6.18376E-06,0.009999953,0.761532278,15.80299543
7.32,136.6594966,6.978009946,-0.037971836,18.93197478,0.018736302,0.377683501,-4.308E-05,0.010000033,0.761488318,15.80880937
7.33,136.8355361,7.047668108,-0.037933596,18.93201573,0.018733176,0.379575872,-0.000129855,0.010000039,0.761302516,15.81457508
7.34,137.0114437,7.117659762,-0.037896077,18.93205917,0.018730135,0.381468,-0.000254069,0.009999819,0.761168101,15.82029111
7.35,137.1872189,7.187984614,-0.037860323,18.93210505,0.018727169,0.383359889,-0.000332901,0.009998853,0.761297884,15.82595562
7.36,137.3628611,7.258642365,-0.037825332,18.93215319,0.018724291,0.385251543,-0.000380206,0.009997736,0.761285163,15.8315698
7.37,137.5383696,7.329632733,-0.037789913,18.93220362,0.018721509,0.387142974,-0.000464828,0.009996611,0.761128821,15.83713718
7.38,137.7137439,7.400955437,-0.037754946,18.93225642,0.018718817,0.389034195,-0.000586726,0.009995594,0.760946788,15.84265652
7.39,137.8889833,7.472610185,-0.037721817,18.93231158,0.018716202,0.390925211,-0.000681631,0.009994951,0.761101857,15.84812571
7.4,138.0640874,7.54459668,-0.037689745,18.9323689,0.018713672,0.392816025,-0.000726431,0.00999577,0.761114088,15.85354503
7.41,138.2390554,7.616914637,-0.037657269,18.93242838,0.018711237,0.394706646,-0.000808347,0.009997068,0.76098341,15.85891875
7.42,138.4138869,7.689563778,-0.037625121,18.93249013,0.018708889,0.396597088,-0.00092729,0.009998585,0.760753126,15.86424577
7.43,138.5885811,7.762543813,-0.037594954,18.93255418,0.018706609,0.398487357,-0.001037415,0.01000014,0.760936271,15.86952377
7.44,138.7631376,7.835854442,-0.037566123,18.93262028,0.018704404,0.400377451,-0.001078471,0.010001566,0.760977256,15.87475226
7.45,138.9375557,7.909495381,-0.037536825,18.93268843,0.018702285,0.40226738,-0.001156224,0.010002565,0.760876274,15.87993631
7.46,139.1118349,7.983466353,-0.03750758,18.93275873,0.018700245,0.404157158,-0.001270602,0.010003231,0.760630554,15.88507512
7.47,139.2859745,8.05776707,-0.037480157,18.93283124,0.018698266,0.40604679,-0.00139432,0.010003794,0.760813618,15.89016628
7.48,139.459974,8.132397235,-0.037454143,18.9329057,0.018696356,0.407936277,-0.001430065,0.010004401,0.760883825,15.89520882
7.49,139.6338327,8.207356562,-0.037427635,18.9329821,0.018694528,0.409825625,-0.001502217,0.010004738,0.760811982,15.90020799
7.5,139.8075502,8.282644778,-0.03740094,18.93306053,0.018692781,0.41171485,-0.001610727,0.010004336,0.760595128,15.90516337
7.51,139.9811257,8.358261596,-0.037375734,18.93314106,0.018691098,0.413603958,-0.001746915,0.010002611,0.760729906,15.91007258
7.52,140.1545587,8.434206722,-0.03735196,18.93322347,0.018689486,0.41549295,-0.001776425,0.010000456,0.760825966,15.91493448
7.53,140.3278486,8.51047987,-0.037327953,18.93330771,0.018687958,0.417381833,-0.001842318,0.009998323,0.76077911,15.91975352
7.54,140.5009948,8.587080764,-0.037303757,18.93339388,0.018686512,0.41927062,-0.001944602,0.009996455,0.760586627,15.92453
7.55,140.6739967,8.664009121,-0.037280912,18.93348204,0.018685132,0.421159319,-0.00208328,0.009995122,0.760669182,15.92926169
7.56,140.8468537,8.741264646,-0.037259667,18.93357204,0.01868382,0.423047929,-0.002116849,0.00999649,0.760788889,15.93394714
7.57,141.0195653,8.81884705,-0.037238529,18.93366378,0.018682583,0.424936456,-0.002176743,0.009998367,0.76076633,15.93858991
7.58,141.1921308,8.896756057,-0.03721722,18.93375734,0.018681421,0.42682491,-0.002272871,0.010000478,0.760599367,15.94319114
7.59,141.3645497,8.974991382,-0.037197085,18.9338528,0.018680318,0.428713301,-0.002405147,0.010002576,0.760632482,15.94774885
7.6,141.5368213,9.053552732,-0.037178619,18.93395003,0.01867927,0.430601626,-0.002450504,0.010003998,0.760779219,15.95226149
7.61,141.708945,9.132439817,-0.037160467,18.93404891,0.018678286,0.43248989,-0.002503135,0.010003188,0.760783658,15.95673179
7.62,141.8809203,9.211652357,-0.037142012,18.93414951,0.018677368,0.434378102,-0.002591718,0.010001294,0.760643882,15.96116168
7.63,142.0527466,9.29119007,-0.037124418,18.93425191,0.018676503,0.43626627,-0.002716263,0.009998988,0.760627039,15.96554943
7.64,142.2244233,9.371052663,-0.037108465,18.93435603,0.018675685,0.438154395,-0.002772628,0.009996724,0.7607993,15.96989329
7.65,142.3959498,9.451239844,-0.037092987,18.9344617,0.018674925,0.440042478,-0.00281774,0.009995035,0.760828662,15.97419518
7.66,142.5673254,9.531751332,-0.037077072,18.93456899,0.018674228,0.441930527,-0.002898959,0.009994794,0.760713809,15.97845782
7.67,142.7385497,9.612586847,-0.037061735,18.93467798,0.018673585,0.443818552,-0.00301627,0.009996169,0.760644903,15.98267968
7.68,142.9096219,9.693746094,-0.037048061,18.93478863,0.018672986,0.445706554,-0.003084196,0.009998177,0.760841616,15.98685878
7.69,143.0805416,9.775228781,-0.037035068,18.93490076,0.018672441,0.447594532,-0.003121944,0.010000224,0.760895296,15.99099618
7.7,143.2513081,9.857034622,-0.037021542,18.93501441,0.018671959,0.449482493,-0.003195526,0.01000199,0.760805036,15.99509537
7.71,143.4219208,9.939163337,-0.037008331,18.93512967,0.018671531,0.451370448,-0.003304882,0.010003026,0.760683393,15.99915506
7.72,143.5923791,10.02161464,-0.036996815,18.93524654,0.018671143,0.453258397,-0.00338329,0.010002048,0.760903408,16.00317311
7.73,143.7626825,10.10438822,-0.036986193,18.93536481,0.018670805,0.455146338,-0.00341251,0.010000574,0.760979461,16.0071497
7.74,143.9328303,10.18748379,-0.03697495,18.9354845,0.018670527,0.457034278,-0.003477498,0.009999043,0.760911155,16.01108912
7.75,144.102822,10.27090109,-0.036963781,18.93560572,0.0186703,0.458922227,-0.003578273,0.0099977,0.760733362,16.01499028
7.76,144.2726569,10.35463981,-0.036954368,18.93572851,0.018670107,0.460810185,-0.003667099,0.009996949,0.760974222,16.0188508
7.77,144.4423345,10.43869965,-0.036946093,18.93585262,0.018669956,0.46269815,-0.003688037,0.009998791,0.761071656,16.02267
7.78,144.6118542,10.52308032,-0.036937127,18.93597806,0.018669856,0.464586125,-0.003744715,0.010001362,0.761026134,16.02645296
7.79,144.7812153,10.60778154,-0.036927967,18.93610495,0.018669804,0.466474121,-0.003837063,0.010004265,0.760835169,16.03019882
7.8,144.9504173,10.69280302,-0.036920367,18.93623334,0.01866978,0.468362141,-0.003936125,0.010007202,0.761061677,16.03390512
7.81,145.1194596,10.77814445,-0.036913955,18.93636299,0.018669793,0.470250179,-0.003947889,0.010009053,0.761185514,16.0375708
7.82,145.2883416,10.86380554,-0.036906836,18.93649387,0.018669855,0.472138241,-0.003995018,0.010007883,0.761166985,16.04120098
7.83,145.4570628,10.949786,-0.036899248,18.93662611,0.018669965,0.474026336,-0.004077555,0.010004551,0.76100317,16.04479532
7.84,145.6256224,11.03608555,-0.036892824,18.93675976,0.018670109,0.475914469,-0.004185671,0.010000408,0.761177218,16.04835143
7.85,145.7940199,11.12270388,-0.036887542,18.93689462,0.018670292,0.477802636,-0.004187812,0.009996312,0.761325334,16.05186809
7.86,145.9622548,11.2096407,-0.036881747,18.93703065,0.018670527,0.479690842,-0.004225752,0.009992965,0.761330181,16.05534957
7.87,146.1303264,11.29689572,-0.03687541,18.93716793,0.018670814,0.481579096,-0.004299556,0.009991498,0.76118888,16.05879632
7.88,146.2982341,11.38446864,-0.036870035,18.93730654,0.018671139,0.483467404,-0.004409276,0.009992958,0.761305128,16.0622061
7.89,146.4659774,11.47235916,-0.036865937,18.93744634,0.018671502,0.485355762,-0.00441262,0.009995531,0.76147189,16.0655774
7.9,146.6335556,11.56056698,-0.036861679,18.93758723,0.018671913,0.487244174,-0.004442561,0.009998137,0.761494066,16.06891354
7.91,146.8009682,11.64909181,-0.036856943,18.9377293,0.01867237,0.489132647,-0.004508176,0.010000591,0.761369352,16.07221575
7.92,146.9682145,11.73793336,-0.03685308,18.93787264,0.018672859,0.491021186,-0.004609403,0.01000266,0.761423032,16.07548201
