time.TIME,Gyro.gyro_X,Gyro.gyro_Y,Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering
5.22,92.56135753,1.74018E-05,8.24808E-05,17.99413146,-5.14636E-06,-4.54814E-06,-2.2E-11,-8.52684E-07,6.55197E-05
5.23,92.74129938,1.74004E-05,8.24829E-05,17.99423789,-5.14636E-06,-4.54821E-06,-1.2E-11,-8.51416E-07,6.55211E-05
5.24,92.92124229,1.7399E-05,8.2485E-05,17.99434364,-5.14636E-06,-4.54828E-06,-1E-12,-8.5015E-07,6.58462E-05
5.25,93.10118625,1.73976E-05,8.24892E-05,17.9944487,-5.14631E-06,-4.54834E-06,9E-12,-8.48887E-07,6.74988E-05
5.26,93.28113126,1.73963E-05,8.25062E-05,17.99455307,-5.146E-06,-4.54835E-06,2E-11,-8.47634E-07,7.71482E-05
5.27,93.46107731,1.73954E-05,8.25899E-05,17.99465677,-5.14423E-06,-4.54807E-06,3.1E-11,-8.46439E-07,9.69877E-05
5.28,93.64102439,1.73963E-05,8.28634E-05,17.99475978,-5.13803E-06,-4.54658E-06,4.1E-11,-8.45517E-07,0.000129164
5.29,93.8209725,1.74021E-05,8.3507E-05,17.99486211,-5.12177E-06,-4.54181E-06,5.2E-11,-8.45349E-07,0.000189983
5.3,94.00092163,1.74189E-05,8.48047E-05,17.99496376,-5.08528E-06,-4.52983E-06,6.2E-11,-8.46762E-07,0.000275739
5.31,94.18087178,1.74568E-05,8.71472E-05,17.99506474,-5.01277E-06,-4.50378E-06,7.3E-11,-8.51212E-07,0.000387326
5.32,94.36082293,1.75319E-05,9.09316E-05,17.99516504,-4.88303E-06,-4.45315E-06,8.3E-11,-8.60749E-07,0.000534439
5.33,94.54077507,1.76663E-05,9.65616E-05,17.99526467,-4.66833E-06,-4.3633E-06,9.4E-11,-8.77873E-07,0.000730431
5.34,94.72072822,1.78897E-05,0.000104499,17.99536362,-4.33438E-06,-4.21475E-06,1.04E-10,-9.05675E-07,0.000963953
5.35,94.90068234,1.82404E-05,0.0001152,17.99546191,-3.84134E-06,-3.98241E-06,1.15E-10,-9.4776E-07,0.001235816
5.36,95.08063745,1.87659E-05,0.000128996,17.99555952,-3.14586E-06,-3.63548E-06,1.26E-10,-1.00799E-06,0.001573651
5.37,95.26059353,1.95226E-05,0.000146171,17.99565647,-2.20141E-06,-3.13769E-06,1.36E-10,-1.09026E-06,0.001965167
5.38,95.44055058,2.0577E-05,0.000167,17.99575275,-9.60066E-07,-2.44693E-06,1.47E-10,-1.1988E-06,0.002403738
5.39,95.62050859,2.20059E-05,0.000191594,17.99584837,6.24526E-07,-1.51551E-06,1.57E-10,-1.3381E-06,0.002898109
5.4,95.80046755,2.38952E-05,0.000219906,17.99594333,2.59524E-06,-2.91204E-07,1.68E-10,-1.51294E-06,0.003477273
5.41,95.98042745,2.63401E-05,0.000251882,17.99603762,4.99149E-06,1.28223E-06,1.78E-10,-1.72885E-06,0.004110462
5.42,96.1603883,2.94462E-05,0.00028752,17.99613125,7.84889E-06,3.26517E-06,1.89E-10,-1.99301E-06,0.004797171
5.43,96.34035007,3.33299E-05,0.000326763,17.99622422,1.11988E-05,5.72197E-06,1.99E-10,-2.31507E-06,0.005571113
5.44,96.52031278,3.81193E-05,0.00036962,17.99631653,1.50709E-05,8.72071E-06,2.1E-10,-2.70801E-06,0.006422919
5.45,96.7002764,4.39562E-05,0.000416286,17.99640819,1.94958E-05,1.23339E-05,2.17E-10,-3.18977E-06,0.007333455
5.46,96.88024094,5.09984E-05,0.000466996,17.99649918,2.45058E-05,1.66395E-05,2.2E-10,-3.78459E-06,0.008305453
5.47,97.06020638,5.942E-05,0.000521932,17.99658952,3.01356E-05,2.17205E-05,1.89E-10,-4.524E-06,0.009394875
5.48,97.24017273,6.94129E-05,0.000581376,17.99667921,3.64257E-05,2.76651E-05,1.53E-10,-5.44784E-06,0.010545975
5.49,97.42013996,8.11894E-05,0.000645763,17.99676823,4.3423E-05,3.45683E-05,1.14E-10,-6.60582E-06,0.01175656
5.5,97.60010809,9.49831E-05,0.000715368,17.9968566,5.11783E-05,4.25317E-05,7.4E-11,-8.05812E-06,0.013060183
5.51,97.78007709,0.000111049,0.000790415,17.99694431,5.97476E-05,5.16628E-05,3.5E-11,-9.87577E-06,0.014460604
5.52,97.96004697,0.000129664,0.000871235,17.99703136,6.91924E-05,6.20762E-05,-4E-12,-1.21416E-05,0.015919631
5.53,98.14001772,0.000151131,0.000958136,17.99711776,7.95773E-05,7.38934E-05,-4.4E-11,-1.49513E-05,0.017433674
5.54,98.31998932,0.000175778,0.001051211,17.99720348,9.0967E-05,8.72427E-05,-8.3E-11,-1.84131E-05,0.019076939
5.55,98.49996178,0.000203955,0.00115059,17.99728854,0.000103428,0.000102258,-1.23E-10,-2.26487E-05,0.020781189
5.56,98.67993509,0.000236041,0.001256571,17.99737293,0.000117029,0.000119082,-1.62E-10,-2.77945E-05,0.022535629
5.57,98.85990923,0.000272444,0.001369199,17.99745665,0.000131834,0.000137862,-2.01E-10,-3.40023E-05,0.024367655
5.58,99.03988421,0.000313596,0.001488357,17.99753968,0.000147903,0.000158751,-2.41E-10,-4.14395E-05,0.026305048
5.59,99.21986001,0.00035996,0.001614037,17.99762203,0.000165297,0.000181909,-2.8E-10,-5.02903E-05,0.028284973
5.6,99.39983664,0.000412025,0.001746249,17.99770369,0.000184067,0.0002075,-3.2E-10,-6.07575E-05,0.030301767
5.61,99.57981407,0.00047031,0.001884667,17.99778465,0.000204261,0.00023569,-3.59E-10,-7.30631E-05,0.032430405
5.62,99.75979231,0.000535361,0.002028974,17.99786491,0.000225917,0.00026665,-3.98E-10,-8.74491E-05,0.034614066
5.63,99.93977134,0.000607753,0.002179061,17.99794445,0.000249071,0.000300554,-4.38E-10,-0.000104179,0.036824472
5.64,100.1197512,0.00068809,0.002334576,17.99802326,0.000273748,0.000337575,-4.77E-10,-0.000123542,0.039078262
5.65,100.2997318,0.000777002,0.002494923,17.99810134,0.000299966,0.000377887,-5.16E-10,-0.000145847,0.041439496
5.66,100.4797131,0.000875145,0.002659695,17.99817868,0.000327735,0.000421665,-5.56E-10,-0.000171433,0.043816447
5.67,100.6596953,0.000983205,0.002828647,17.99825526,0.000357062,0.000469079,-5.95E-10,-0.000200664,0.046202805
5.68,100.8396782,0.001101893,0.003001146,17.99833108,0.00038794,0.000520299,-6.35E-10,-0.000233931,0.048670246
5.69,101.0196618,0.001231943,0.003176573,17.99840612,0.000420359,0.000575491,-6.74E-10,-0.000271657,0.051186077
5.7,101.1996462,0.001374115,0.003354678,17.99848034,0.000454302,0.000634816,-7.13E-10,-0.000314292,0.053700571
5.71,101.3796313,0.001529195,0.003535049,17.99855376,0.00048973,0.000698449,-7.53E-10,-0.000362313,0.056214724
5.72,101.5596171,0.001697996,0.003716485,17.99862641,0.000526603,0.000766578,-7.92E-10,-0.000416202,0.058838459
5.73,101.7396037,0.001881349,0.003897734,17.99869826,0.00056487,0.000839395,3.54938E-06,-0.000476437,0.061443849
5.74,101.9195909,0.002080113,0.00407781,17.99876928,0.000604482,0.000917093,1.44146E-05,-0.000543432,0.064023057
5.75,102.0995788,0.002295165,0.004255308,17.99883947,0.000645377,0.000999851,4.44126E-05,-0.000617486,0.066638537
5.76,102.2795674,0.0025274,0.004428858,17.9989088,0.000687493,0.001087839,7.9293E-05,-0.000697625,0.069292732
5.77,102.4595567,0.002777732,0.004597564,17.99897725,0.000730769,0.001181215,0.000115291,-0.000783942,0.071908889
5.78,102.6395466,0.003047094,0.004760602,17.99904482,0.000775148,0.001280125,0.000151289,-0.000876571,0.074481099
5.79,102.8195372,0.003336432,0.004916801,17.99911149,0.000820567,0.001384703,0.000187287,-0.000972506,0.077145118
5.8,102.9995283,0.003646708,0.005065397,17.99917726,0.000866977,0.001495068,0.000223286,-0.00107314,0.07977528
5.81,103.1795201,0.003978897,0.005206196,17.99924211,0.000914332,0.001611328,0.000259284,-0.001178965,0.082354523
5.82,103.3595125,0.00433399,0.005338636,17.99930604,0.000962586,0.001733578,0.000295283,-0.001288494,0.084934043
5.83,103.5395055,0.004712987,0.005462089,17.99936905,0.001011698,0.001861901,0.000331282,-0.001399167,0.087565455
5.84,103.7194991,0.005116898,0.005576467,17.99943112,0.001061628,0.001996366,0.00036728,-0.001514235,0.090141991
5.85,103.8994932,0.005546747,0.005681917,17.99949223,0.001112341,0.002137034,0.00040328,-0.001634086,0.092660186
5.86,104.0794878,0.006003564,0.005778145,17.99955237,0.001163794,0.002283952,0.000439279,-0.001753103,0.095250711
5.87,104.259483,0.006488387,0.005865177,17.99961155,0.001215949,0.002437156,0.000475278,-0.001874369,0.097823583
5.88,104.4394787,0.007002262,0.005943642,17.99966973,0.00126877,0.002596675,0.000511277,-0.001999992,0.100337756
5.89,104.6194749,0.007546245,0.00601387,17.99972692,0.001322217,0.00276253,0.000547277,-0.002128592,0.102826768
5.9,104.7994715,0.008121397,0.00607592,17.99978311,0.001376246,0.002934731,0.000583277,-0.002253759,0.105401616
5.91,104.9794686,0.008728781,0.006130405,17.99983828,0.001430819,0.003113283,0.000619276,-0.002383072,0.107918999
5.92,105.1594661,0.009369472,0.0061783,17.99989243,0.001485898,0.003298183,0.000655276,-0.002517084,0.110376759
5.93,105.3394641,0.010044549,0.006219959,17.99994554,0.001541441,0.003489428,0.000691276,-0.002648726,0.112893656
5.94,105.5194624,0.010755094,0.00625586,17.99999761,0.001597408,0.003687005,0.000727276,-0.002780182,0.115425173
5.95,105.6994611,0.011502192,0.00628705,18.00004863,0.001653766,0.0038909,0.000763276,-0.002916328,0.117899459
5.96,105.8794601,0.012286938,0.006314329,18.00009858,0.001710479,0.004101095,0.000799276,-0.003057045,0.120325499
5.97,106.0594595,0.013110428,0.006337934,18.00014746,0.001767507,0.004317574,0.000835276,-0.003189479,0.12288342
5.98,106.2394591,0.013973756,0.006358637,18.00019526,0.00182482,0.004540312,0.000871276,-0.003326694,0.125386569
5.99,106.4194591,0.014878026,0.006377708,18.00024195,0.001882392,0.004769289,0.000907276,-0.003469318,0.12783283
6,106.5994592,0.015824346,0.006395595,18.00028755,0.001940194,0.005004487,0.000943276,-0.003609998,0.130322241
6.01,106.7794596,0.016813825,0.00641263,18.00033204,0.001998199,0.005245884,0.000979276,-0.003747421,0.132865656
6.02,106.9594602,0.017847571,0.006429696,18.0003754,0.002056388,0.00549346,0.001015276,-0.003890409,0.135353847
6.03,107.1394609,0.018926702,0.006447539,18.00041762,0.002114743,0.005747199,0.001051276,-0.004039602,0.13778413
6.04,107.3194618,0.020052332,0.00646614,18.00045871,0.002173239,0.006007086,0.001087277,-0.004178146,0.140357735
6.05,107.4994628,0.021225576,0.006485915,18.00049864,0.00223186,0.006273103,0.001123278,-0.004320746,0.142896372
6.06,107.6794638,0.022447554,0.006507873,18.00053741,0.002290595,0.006545239,0.001159279,-0.004469716,0.145377955
6.07,107.8594649,0.02371939,0.006532205,18.00057501,0.002349429,0.006823487,0.00119528,-0.004618615,0.147877779
6.08,108.039466,0.025042206,0.006558753,18.00061143,0.002408343,0.007107839,0.001231282,-0.004760064,0.15047261
6.09,108.2194671,0.026417125,0.006587963,18.00064664,0.00246733,0.007398291,0.001267284,-0.004908033,0.153010029
6.1,108.399468,0.027845275,0.006620357,18.00068065,0.002526381,0.007694841,0.001303286,-0.005063151,0.155486653
6.11,108.5794689,0.029327784,0.006655567,18.00071343,0.002585482,0.007997492,0.001339289,-0.005207967,0.158085538
6.12,108.7594697,0.030865776,0.006693517,18.00074498,0.002644621,0.008306244,0.001375291,-0.005354091,0.160681132
6.13,108.9394702,0.032460382,0.006734779,18.00077528,0.002703797,0.008621103,0.001411295,-0.005507483,0.163214789
6.14,109.1194705,0.034112734,0.006779277,18.00080434,0.002763001,0.008942078,0.001447297,-0.005663852,0.165731727
6.15,109.2994706,0.035823963,0.006826385,18.00083217,0.002822222,0.009269179,0.001483301,-0.005807214,0.16838571
6.16,109.4794703,0.037595199,0.006876157,18.00085873,0.00288146,0.009602415,0.001519304,-0.005957938,0.17097592
6.17,109.6594698,0.039427576,0.006928998,18.00088401,0.002940716,0.0099418,0.001555308,-0.006116638,0.173498547
6.18,109.8394688,0.04132223,0.006984311,18.00090802,0.002999984,0.010287349,0.001591312,-0.006266524,0.176113292
6.19,110.0194673,0.043280294,0.007041624,18.00093075,0.003059264,0.010639075,0.001627315,-0.006413588,0.178758552
6.2,110.1994654,0.045302901,0.007101199,18.00095217,0.00311856,0.010996996,0.001663319,-0.006568704,0.18133408
6.21,110.3794629,0.047391191,0.007162885,18.0009723,0.003177876,0.011361128,0.001699323,-0.006731008,0.183849948
6.22,110.5594598,0.0495463,0.007225738,18.00099114,0.003237205,0.011731489,0.001735327,-0.006873388,0.186548168
6.23,110.7394561,0.051769359,0.007289606,18.00100865,0.00329655,0.012108094,0.00177133,-0.007023891,0.189174525
6.24,110.9194517,0.054061507,0.007355011,18.00102484,0.00335592,0.012490959,0.001807334,-0.007183124,0.191725186
6.25,111.0994465,0.056423886,0.007421359,18.00103971,0.003415314,0.012880104,0.001843336,-0.007336243,0.194331422
6.26,111.2794406,0.058857632,0.007487981,18.00105325,0.003474731,0.013275546,0.001879339,-0.007481102,0.197006766
6.27,111.4594337,0.061363883,0.007555033,18.00106543,0.00353418,0.013677299,0.001915342,-0.00763477,0.199604352
6.28,111.639426,0.063943781,0.007622534,18.00107628,0.003593663,0.014085382,0.001951344,-0.007797857,0.202120168
6.29,111.8194172,0.066598466,0.007689549,18.00108578,0.003653173,0.014499808,0.001987345,-0.007939297,0.204817274
6.3,111.9994074,0.069329073,0.007755867,18.00109392,0.003712714,0.014920589,0.002023344,-0.008086404,0.207460972
6.31,112.1793965,0.072136744,0.007822131,18.0011007,0.003772292,0.015347739,0.002059342,-0.008243026,0.210021678
6.32,112.3593844,0.075022623,0.007887953,18.0011061,0.003831904,0.015781271,0.00209534,-0.008397537,0.212597173
6.33,112.5393711,0.077987853,0.007952623,18.00111014,0.003891549,0.016221197,0.002131339,-0.008537139,0.215287055
6.34,112.7193565,0.081033571,0.008016339,18.00111279,0.00395123,0.016667524,0.00216734,-0.008686367,0.217892651
6.35,112.8993404,0.084160923,0.008079453,18.00111405,0.004010952,0.017120263,0.002203341,-0.00884585,0.220410209
6.36,113.079323,0.087371055,0.008141232,18.00111393,0.004070707,0.017579424,0.002239343,-0.008986255,0.223075964
6.37,113.259304,0.090665105,0.008201452,18.00111242,0.004130497,0.018045009,0.002275346,-0.009127225,0.22572785
6.38,113.4392834,0.094044218,0.0082608,18.00110949,0.004190325,0.018517026,0.00231135,-0.009278589,0.228291108
6.39,113.6192611,0.097509543,0.008319172,18.00110517,0.004250192,0.018995481,0.002347353,-0.009433219,0.230824778
6.4,113.7992371,0.101062224,0.008375832,18.00109944,0.00431009,0.019480378,0.002383359,-0.009565126,0.233525062
6.41,113.9792113,0.104703402,0.00843103,18.00109228,0.004370024,0.019971717,0.002419365,-0.009707589,0.236136171
6.42,114.1591835,0.108434225,0.008485485,18.0010837,0.004429996,0.020469501,0.002455372,-0.009861249,0.238654544
6.43,114.3391537,0.112255844,0.008538666,18.0010737,0.004490001,0.020973736,0.002491377,-0.009999777,0.241284185
6.44,114.5191219,0.116169403,0.008590284,18.00106227,0.004550038,0.021484419,0.002527385,-0.01013261,0.243946065
6.45,114.6990879,0.120176048,0.008641021,18.00104939,0.004610112,0.022001552,0.002563393,-0.010276823,0.246514931
6.46,114.8790516,0.124276931,0.008691024,18.00103507,0.004670223,0.022525136,0.0025994,-0.010431043,0.249005697
6.47,115.059013,0.128473202,0.008739463,18.00101933,0.004730362,0.023055171,0.002635408,-0.010553561,0.251721515
6.48,115.2389719,0.132766002,0.008786567,18.00100212,0.004790528,0.023591653,0.002671417,-0.010687657,0.254344148
6.49,115.4189283,0.137156483,0.00883338,18.00098345,0.004850729,0.024134582,0.002707426,-0.010833981,0.256870098
6.5,115.5988821,0.141645799,0.008879522,18.00096333,0.004910959,0.02468396,0.002743433,-0.010970465,0.259465757
6.51,115.7788331,0.146235099,0.00892455,18.00094174,0.004971216,0.025239786,0.002779441,-0.011093803,0.262145415
6.52,115.9587813,0.150925533,0.008969056,18.00091867,0.005031506,0.025802058,0.002815449,-0.011229578,0.264727999
6.53,116.1387266,0.155718256,0.0090134,18.00089412,0.005091829,0.026370777,0.002851457,-0.011378444,0.267209642
6.54,116.3186688,0.160614421,0.009056726,18.00086811,0.005152175,0.026945944,0.002887462,-0.011495392,0.269918901
6.55,116.4986079,0.165615174,0.009099117,18.00084061,0.005212546,0.027527553,0.002923469,-0.011620003,0.272561215
6.56,116.6785437,0.170721668,0.009141657,18.00081161,0.005272946,0.028115606,0.002959474,-0.01175792,0.27510262
6.57,116.8584762,0.175935062,0.009184095,18.00078113,0.005333372,0.028710106,0.002995474,-0.011892592,0.277666758
6.58,117.0384052,0.181256508,0.009225777,18.00074915,0.005393819,0.029311052,0.003031465,-0.012005437,0.280371488
6.59,117.2183306,0.186687157,0.009267168,18.00071566,0.005454293,0.029918443,0.003067454,-0.012131804,0.282974728
6.6,117.3982523,0.192228168,0.009308844,18.00068065,0.005514795,0.030532283,0.003103443,-0.012272349,0.285472546
6.61,117.5781702,0.197880697,0.009350009,18.00064415,0.005575316,0.031152573,0.003139433,-0.012386084,0.288157506
6.62,117.7580841,0.203645895,0.009390522,18.00060614,0.005635857,0.031779313,0.003175427,-0.012500307,0.290824903
6.63,117.937994,0.209524916,0.00943132,18.00056659,0.005696423,0.032412503,0.003211424,-0.012628927,0.293386539
6.64,118.1178996,0.215518922,0.00947229,18.00052553,0.005757013,0.033052149,0.00324742,-0.012762163,0.295918298
6.65,118.297801,0.221629069,0.009512561,18.00048295,0.005817617,0.033698253,0.00328342,-0.012863649,0.298651727
6.66,118.4776978,0.227856507,0.009552463,18.00043882,0.00587824,0.034350814,0.003319422,-0.01297975,0.301278685
6.67,118.6575901,0.234202397,0.009592821,18.00039315,0.005938887,0.035009837,0.003355426,-0.013111122,0.303795191
6.68,118.8374777,0.2406679,0.009632918,18.00034597,0.00599955,0.035675327,0.00339143,-0.013222046,0.306452775
6.69,119.0173604,0.247254168,0.009672378,18.00029724,0.006060228,0.036347285,0.003427437,-0.013325034,0.309146585
6.7,119.1972381,0.253962359,0.009711978,18.00024695,0.006120928,0.037025713,0.003463446,-0.013443511,0.311729259
6.71,119.3771107,0.260793636,0.009751779,18.00019511,0.00618165,0.037710618,0.003499453,-0.013575718,0.314223988
6.72,119.5569779,0.267749156,0.009790683,18.00014175,0.006242381,0.038402004,0.003535464,-0.013665002,0.316985949
6.73,119.7368398,0.274830071,0.009828895,18.00008682,0.006303125,0.039099869,0.003571477,-0.013769994,0.319636101
6.74,119.916696,0.282037541,0.009867527,18.00003032,0.006363888,0.039804219,0.00360749,-0.013891354,0.322170475
6.75,120.0965466,0.28937273,0.009905973,17.99997228,0.006424666,0.040515059,0.003643501,-0.013999884,0.324794674
6.76,120.2763912,0.296836794,0.009943618,17.99991268,0.006485455,0.041232393,0.003679515,-0.014090807,0.327513593
6.77,120.4562298,0.304430892,0.009981088,17.99985149,0.006546263,0.041956223,0.00371553,-0.014198321,0.330115873
6.78,120.6360621,0.312156187,0.010018665,17.99978872,0.006607093,0.042686556,0.003751545,-0.014323087,0.332597151
6.79,120.8158881,0.320013839,0.010055184,17.99972443,0.006667931,0.043423396,0.003787557,-0.014406216,0.335356371
6.8,120.9957076,0.328005,0.010090692,17.99965854,0.00672878,0.044166741,0.003823572,-0.014499313,0.33802798
6.81,121.1755204,0.33613083,0.010126395,17.99959107,0.006789647,0.044916595,0.003859587,-0.01460989,0.340578381
6.82,121.3553262,0.344392495,0.010161859,17.99952204,0.006850528,0.045672967,0.003895598,-0.014716512,0.343162526
6.83,121.5351251,0.352791154,0.01019625,17.99945143,0.006911419,0.046435857,0.003931611,-0.014794634,0.345904834
6.84,121.7149167,0.361327963,0.010230077,17.99937922,0.006972325,0.047205267,0.00396762,-0.014890468,0.348525131
6.85,121.8947009,0.370004086,0.010263906,17.99930542,0.00703325,0.047981203,0.00400362,-0.015004679,0.351019113
6.86,122.0744776,0.378820685,0.010296698,17.99923007,0.007094184,0.048763669,0.004039588,-0.015084632,0.35374206
6.87,122.2542465,0.387778913,0.010328291,17.99915312,0.007155126,0.049552663,0.004075558,-0.015165187,0.356433866
6.88,122.4340074,0.396879931,0.010359781,17.99907457,0.007216085,0.050348189,0.00411153,-0.015264361,0.358999093
6.89,122.6137602,0.406124905,0.010390957,17.99899444,0.007277057,0.051150252,0.004147502,-0.015369714,0.361537408
6.9,122.7935046,0.415514993,0.010420788,17.99891275,0.007338033,0.051958855,0.004183483,-0.015434477,0.364302308
6.91,122.9732405,0.42505135,0.01044969,17.99882943,0.007399018,0.052773994,0.004219468,-0.015518107,0.366940052
6.92,123.1529678,0.434735138,0.010478567,17.99874451,0.007460018,0.053595676,0.004255456,-0.015621273,0.369446393
6.93,123.332686,0.444567522,0.010506534,17.99865803,0.007521023,0.054423903,0.004291445,-0.015698817,0.372128217
6.94,123.5123952,0.454549655,0.010533213,17.99856995,0.007582032,0.055258675,0.004327442,-0.015766407,0.374840165
6.95,123.692095,0.464682697,0.010559571,17.99848025,0.007643053,0.056099992,0.004363442,-0.015853786,0.37742029
6.96,123.8717852,0.474967814,0.010585641,17.99838896,0.007704085,0.05694786,0.004399441,-0.015958722,0.379908338
6.97,124.0514658,0.485406163,0.010610186,17.99829611,0.007765115,0.057802279,0.004435448,-0.016009785,0.382696023
6.98,124.2311363,0.495998895,0.010633524,17.99820163,0.007826147,0.058663246,0.004471457,-0.016080893,0.385351472
6.99,124.4107966,0.506747172,0.010656902,17.99810554,0.00788719,0.059530764,0.004507469,-0.016172717,0.387870493
7,124.5904465,0.517652159,0.010679608,17.99800788,0.007948238,0.060404836,0.00454348,-0.016248788,0.390506992
7.01,124.7700858,0.528715012,0.010701009,17.99790862,0.008009287,0.061285463,0.004579497,-0.01630315,0.39323946
7.02,124.9497143,0.539936885,0.010721918,17.99780773,0.008070347,0.062172643,0.004615516,-0.016378489,0.395834951
7.03,125.1293316,0.551318944,0.010742617,17.99770524,0.008131418,0.063066382,0.004651537,-0.016475478,0.398288835
7.04,125.3089376,0.562862347,0.010761748,17.9976012,0.008192487,0.063966681,0.004687555,-0.016521143,0.401080288
7.05,125.488532,0.574568241,0.010779478,17.99749553,0.008253556,0.064873533,0.004723579,-0.016579531,0.403754135
7.06,125.6681146,0.586437785,0.01079728,17.99738824,0.008314633,0.065786941,0.004759604,-0.016659831,0.406286571
7.07,125.8476852,0.598472144,0.010814606,17.99727938,0.008375713,0.06670691,0.004795625,-0.016735463,0.408874098
7.08,126.0272434,0.610672473,0.010830579,17.99716893,0.00843679,0.06763344,0.004831651,-0.016776438,0.411628035
7.09,126.2067891,0.623039924,0.010845864,17.99705683,0.008497873,0.068566529,0.004867677,-0.016839589,0.414239955
7.1,126.3863221,0.635575659,0.010861048,17.99694312,0.008558964,0.069506181,0.004903703,-0.016925592,0.416705268
7.11,126.5658419,0.648280837,0.010874897,17.99682787,0.008620048,0.070452399,0.004939724,-0.016969825,0.419453022
7.12,126.7453484,0.661156603,0.010887331,17.996711,0.008681129,0.071405178,0.004975736,-0.017015372,0.422146299
7.13,126.9248414,0.674204115,0.010899676,17.99659251,0.008742212,0.072364518,0.005011723,-0.017084036,0.424693008
7.14,127.1043205,0.687424534,0.010911618,17.99647243,0.008803296,0.073330426,0.005047662,-0.017160314,0.427228065
7.15,127.2837855,0.700819013,0.010922039,17.99635078,0.00886437,0.074302902,0.005083598,-0.017187811,0.430004405
7.16,127.4632361,0.7143887,0.010931478,17.99622749,0.00892544,0.075281941,0.00511954,-0.0172387,0.432633735
7.17,127.642672,0.728134753,0.010940865,17.99610259,0.008986512,0.076267547,0.005155489,-0.017313659,0.435111514
7.18,127.822093,0.742058328,0.010949118,17.99597614,0.009047573,0.077259724,0.005191441,-0.017357599,0.437812361
7.19,128.0014987,0.756160572,0.010955901,17.9958481,0.009108624,0.078258468,0.005227406,-0.017390293,0.440526166
7.2,128.180889,0.770442636,0.01096239,17.99571842,0.009169673,0.079263779,0.005263377,-0.017447331,0.443088246
7.21,128.3602634,0.784905679,0.010968521,17.99558716,0.00923072,0.080275662,0.00529935,-0.01752545,0.445567698
7.22,128.5396217,0.79955085,0.010972945,17.99545435,0.00929175,0.081294118,0.005335336,-0.017539523,0.448367407
7.23,128.7189636,0.814379292,0.01097609,17.99531991,0.00935277,0.082319141,0.005371327,-0.017578215,0.451014989
7.24,128.8982888,0.829392159,0.010979261,17.99518386,0.009413787,0.083350734,0.005407323,-0.017642204,0.453505917
7.25,129.077597,0.844590605,0.010981538,17.99504627,0.009474794,0.084388903,0.00544332,-0.017687087,0.456156151
7.26,129.2568879,0.859975775,0.010982303,17.99490709,0.009535788,0.085433645,0.005479329,-0.017707002,0.458890549
7.27,129.4361612,0.875548817,0.010982549,17.99476627,0.00959678,0.086484959,0.005515342,-0.017752488,0.461467823
7.28,129.6154165,0.891310884,0.010982469,17.99462388,0.009657771,0.087542852,0.005551358,-0.017824221,0.46388741
7.29,129.7946536,0.907263124,0.010980458,17.99447996,0.009718743,0.088607323,0.005587376,-0.017834375,0.466710055
7.3,129.9738721,0.923406672,0.010976812,17.99433444,0.009779701,0.089678366,0.005623402,-0.01786092,0.469375148
7.31,130.1530716,0.939742676,0.010973215,17.9941873,0.009840655,0.090755985,0.005659432,-0.017913984,0.471878418
7.32,130.332252,0.956272289,0.010968912,17.99403862,0.009901598,0.091840184,0.005695459,-0.017960993,0.474473195
7.33,130.5114127,0.972996654,0.010962983,17.99388838,0.009962526,0.092930964,0.005731495,-0.017968157,0.477227386
7.34,130.6905536,0.989916913,0.010956241,17.9937365,0.010023451,0.094028323,0.005767534,-0.018002109,0.479819105
7.35,130.8696742,1.007034214,0.010949176,17.99358305,0.010084376,0.095132267,0.005803574,-0.018063528,0.482243379
7.36,131.0487742,1.024349702,0.010940279,17.99342809,0.010145284,0.096242798,0.005839611,-0.018074849,0.485019364
7.37,131.2278532,1.04186451,0.010929573,17.99327155,0.010206177,0.097359911,0.005875654,-0.018089246,0.487701036
7.38,131.4069109,1.059579779,0.010918616,17.9931134,0.010267066,0.098483607,0.005911698,-0.01813138,0.490215467
7.39,131.585947,1.077496658,0.010906884,17.99295372,0.010327953,0.099613894,0.005947737,-0.018181634,0.492749726
7.4,131.7649611,1.095616285,0.0108932,17.99279251,0.010388826,0.10075077,0.005983754,-0.018176028,0.495522668
7.41,131.9439528,1.113939793,0.010878243,17.99262968,0.010449694,0.101894234,0.00601971,-0.018198431,0.498127904
7.42,132.1229217,1.132468325,0.01086287,17.99246529,0.010510563,0.103044289,0.006055611,-0.01824952,0.500560512
7.43,132.3018675,1.151203022,0.010845736,17.99229941,0.010571418,0.10420094,0.006091495,-0.018263107,0.503280841
7.44,132.4807898,1.170145012,0.010826592,17.99213198,0.010632263,0.105364181,0.006127399,-0.018265358,0.505978467
7.45,132.6596883,1.189295431,0.010806843,17.99196295,0.010693107,0.106534015,0.006163312,-0.01829658,0.508503497
7.46,132.8385624,1.208655421,0.010786244,17.99179239,0.010753945,0.107710446,0.00619923,-0.018351212,0.510973009
7.47,133.0174119,1.228226114,0.01076338,17.99162034,0.010814762,0.108893476,0.00623517,-0.018332907,0.513764383
7.48,133.1962364,1.248008635,0.01073881,17.9914467,0.010875564,0.1100831,0.006271118,-0.018343853,0.516382811
7.49,133.3750354,1.26800412,0.010713789,17.9912715,0.010936358,0.111279321,0.006307076,-0.018384729,0.518823431
